疾病编码,总费用,总住院天数,总住院次数,总人数,平均费用,平均住院次数
L89.100x002,113439.95,317,19,19,5970.523684,1
L89.100x003,29644.06,37,5,5,5928.812,1
L89.100x005,23659.33,44,4,4,5914.8325,1
L89.100x006,4629.73,9,1,1,4629.73,1
L89.105,17256.2,50,3,3,5752.066667,1
L89.200x003,206431.99,312,20,20,10321.5995,1
L89.200x006,23456.6,36,2,2,11728.3,1
L89.203,95906.69,197,12,12,7992.224167,1
L89.205,2096.16,6,1,1,2096.16,1
L89.206,140347.03,82,2,2,70173.515,1
L89.300x007,8861.85,13,1,1,8861.85,1
L89.301+L89.300x001,4297.5,12,1,1,4297.5,1
L89.304,137855.18,224,10,10,13785.518,1
L89.305,8371.44,44,3,3,2790.48,1
L89.306,67765.18,82,2,2,33882.59,1
L89.308+L89.300x008,10653.22,17,1,1,10653.22,1
"L89.900,",1276.58,5,1,1,1276.58,1
L89.X01,2670.92,12,1,1,2670.92,1
L90.400,2779.72,10,1,1,2779.72,1
L90.500x007,8791.38,3,2,2,4395.69,1
L90.500x012,1761.06,3,1,1,1761.06,1
L90.500x017,580,2,1,1,580,1
L90.500x019,13075.92,1,1,1,13075.92,1
L90.500x021,3154.46,12,1,1,3154.46,1
L90.500x022,3087.59,2,1,1,3087.59,1
L90.500x025,12338.18,20,1,1,12338.18,1
L90.500x027,22191.19,5,4,4,5547.7975,1
L90.500x028,187320.14,205,2,2,93660.07,1
L90.500x032,159281.45,121,13,13,12252.41923,1
L90.500x035,67738.47,33,12,12,5644.8725,1
L90.500x037,48545.91,49,6,6,8090.985,1
L90.500x046,3806.32,2,1,1,3806.32,1
L90.500x049,19665.78,31,4,4,4916.445,1
L90.500x053,43388.39,52,8,8,5423.54875,1
L90.500x056,16571.31,19,2,2,8285.655,1
L90.500x057,7597.13,16,1,1,7597.13,1
L90.500x058,24085.07,25,7,7,3440.724286,1
L90.500x059,4283.96,8,2,2,2141.98,1
L90.500x070,8727.76,2,2,2,4363.88,1
L90.500x073,1412.4,2,1,1,1412.4,1
L90.500x074,4190.57,5,2,2,2095.285,1
L90.501x052,6722.88,11,1,1,6722.88,1
L90.801,1062.89,1,1,1,1062.89,1
L90.900,35903.46,58,11,11,3263.950909,1
L90.900x013,208620.36,164,10,10,20862.036,1
L90.900x014,222344.31,338,18,18,12352.46167,1
L90.900x016,73504.64,82,9,9,8167.182222,1
L91.000x001,69359.42,41,14,14,4954.244286,1
L91.800,2733.02,3,2,2,1366.51,1
L91.900x001,25231.29,27,3,3,8410.43,1
L91.900x003,186510.29,228,6,6,31085.04833,1
L92.100,11167.68,16,2,2,5583.84,1
L92.200x003,12511.63,11,2,2,6255.815,1
L92.200x004,2990.08,2,2,2,1495.04,1
L92.201,11104.06,10,1,1,11104.06,1
L92.301,2160.38,14,2,2,1080.19,1
L92.302,5963.31,10,2,2,2981.655,1
L93.202,3824.91,9,1,1,3824.91,1
L94.100,10941.54,17,3,3,3647.18,1
L94.300x001,11026.27,20,3,3,3675.423333,1
L94.301,2154.91,7,1,1,2154.91,1
L95.000x011,23180.49,45,2,2,11590.245,1
L95.001,3167.82,8,1,1,3167.82,1
L95.800x002,14163.37,20,2,2,7081.685,1
L95.901 荨麻疹性血管炎,8539.89,10,1,1,8539.89,1
L97.X00,155396.81,318,15,15,10359.78733,1
L98.300,6045.59,11,1,1,6045.59,1
"L98.400,",16398.11,77,1,1,16398.11,1
L98.400X002,2357.54,10,1,1,2357.54,1
L98.400x004,121132.94,209,13,13,9317.918462,1
L98.400x008,45837.61,52,1,1,45837.61,1
L98.500,5218.88,4,1,1,5218.88,1
L98.501,3713.01,6,1,1,3713.01,1
L98.700,65968,5,2,2,32984,1
L98.700x001,115514.19,91,1,1,115514.19,1
L98.701,242318,36,8,8,30289.75,1
L98.800x001,13348.56,15,2,2,6674.28,1
L98.800x006,23870.64,51,3,3,7956.88,1
L98.800x012,4118.81,6,1,1,4118.81,1
L98.800x023,10610.45,16,4,4,2652.6125,1
L98.801,24649.73,33,10,10,2464.973,1
L98.803,10354.11,16,2,2,5177.055,1
L99.0*,27906.45,61,3,3,9302.15,1
L99.8*,829.67,3,1,1,829.67,1
M00.000,18631.89,58,8,8,2328.98625,1
M00.000x091,105666.01,171,10,10,10566.601,1
M00.001,108403.62,92,8,8,13550.4525,1
M00.003,138445.39,220,15,15,9229.692667,1
M00.100,7631.36,13,2,2,3815.68,1
M00.100x051,42354.18,27,1,1,42354.18,1
M00.200x011,38456.11,78,1,1,38456.11,1
M00.200x071,58846.98,80,5,5,11769.396,1
"M00.900,J42.x00",1549.41,5,1,1,1549.41,1
M00.900x0,3106.19,7,1,1,3106.19,1
M00.900x031+,21376.25,38,3,3,7125.416667,1
M00.900x051+,7408.33,23,1,1,7408.33,1
M00.900x061+,27321.57,48,2,2,13660.785,1
M00.900×061,3162.56,15,2,2,1581.28,1
"M00.900×061,",1762.55,6,1,1,1762.55,1
M00.900，,944.01,7,1,1,944.01,1
M00.901 感染性关节炎,2190.16,6,1,1,2190.16,1
M00.901 感染性关节炎0,724.84,4,1,1,724.84,1
"M00.901,",3362.69,13,3,3,1120.896667,1
"M00.901,I10.x05,",3228.17,9,2,2,1614.085,1
M00.991,6012.95,10,1,1,6012.95,1
M00.992,1614.67,5,1,1,1614.67,1
M01.1*,3646.86,9,1,1,3646.86,1
M01.2*,2409.88,8,1,1,2409.88,1
M02.100,2211.62,7,1,1,2211.62,1
M02.200,3180.33,7,1,1,3180.33,1
M02.800,18489.09,36,5,5,3697.818,1
M05.100dy001+J99.0*,44159.64,65,7,7,6308.52,1
M05.101+,6605.48,15,3,3,2201.826667,1
M05.101+J99.0*,20762.97,39,5,5,4152.594,1
M05.102,30938.4,63,4,4,7734.6,1
M05.103+,1988.46,11,1,1,1988.46,1
M05.302,8978.3,15,2,2,4489.15,1
M05.303+,16157.56,52,8,8,2019.695,1
M05.304+I52.8,1384.29,9,1,1,1384.29,1
M05.304+I52.8*,19675.85,48,6,6,3279.308333,1
M05.305+I32.8*,13741.57,18,2,2,6870.785,1
M05.307+,2064.31,9,1,1,2064.31,1
"M05.308,",3995.22,24,2,2,1997.61,1
M06.900 类风湿性关节炎,1826.39,12,1,1,1826.39,1
"M06.900,",28650.4,74,11,11,2604.581818,1
"M06.900,E87.600",3127.15,6,1,1,3127.15,1
"M06.900,M06.200",3489.1,13,1,1,3489.1,1
M06.900，,1884.9,12,1,1,1884.9,1
M06.908,6375.81,6,1,1,6375.81,1
M06.909 类风湿性多部位关节炎,1028.24,4,1,1,1028.24,1
"M06.909,J98.414,",3138.43,8,1,1,3138.43,1
M06.991,20844.99,72,7,7,2977.855714,1
M07.400,238.83,2,1,1,238.83,1
M09.900,3785.12,12,1,1,3785.12,1
M10.001,30482.39,87,10,10,3048.239,1
M10.001+,4754.71,21,2,2,2377.355,1
M10.002 痛风炎性关节,1385.87,4,1,1,1385.87,1
"M10.002,",77016.07,211,33,33,2333.820303,1
"M10.002,BNV080",3275.11,7,1,1,3275.11,1
"M10.002,I00.x01,",2934.66,8,1,1,2934.66,1
"M10.002,I67.803,",813.26,3,1,1,813.26,1
"M10.002,J44.801",1044.98,4,1,1,1044.98,1
"M10.002,J98.414",1393.56,7,1,1,1393.56,1
"M10.002,M06.900,",1139.96,4,1,1,1139.96,1
"M10.002,M51.101+",1278.44,6,1,1,1278.44,1
"M10.002,Z03.501",1330.82,7,1,1,1330.82,1
M10.005+,7342.98,25,5,5,1468.596,1
M10.005+N22.,1784.44,3,1,1,1784.44,1
M10.092,60132.12,155,18,18,3340.673333,1
M10.100,2083.62,5,1,1,2083.62,1
M10.200,3507.22,13,1,1,3507.22,1
M10.900 痛风,981.8,4,1,1,981.8,1
"M10.900,",9480.1,23,5,5,1896.02,1
"M10.900,I10.x00",3460.4,13,2,2,1730.2,1
"M10.900,I10.x04,",2242.5,7,1,1,2242.5,1
"M10.900,I25.100",2218.51,8,2,2,1109.255,1
"M10.900,I25.103",1214.95,8,1,1,1214.95,1
"M10.900,J42.x00",1281.37,7,1,1,1281.37,1
M10.900x093+,38537.08,45,4,4,9634.27,1
M10.901,6436.98,13,2,2,3218.49,1
M10.902+,697.82,6,1,1,697.82,1
M11.000,9175.44,9,1,1,9175.44,1
M11.201,5441.83,9,1,1,5441.83,1
M11.802,4339.36,4,1,1,4339.36,1
M11.900,10281.85,24,1,1,10281.85,1
M12.000,6263.9,20,2,2,3131.95,1
M12.200x031,61396.93,46,7,7,8770.99,1
M12.400,1448,7,1,1,1448,1
M12.500X071,3610.92,10,1,1,3610.92,1
M12.500x011+,5345.04,9,1,1,5345.04,1
M12.500x061+,4830.62,11,1,1,4830.62,1
M12.500x071+,7304.36,18,2,2,3652.18,1
M12.800,11642.47,19,3,3,3880.823333,1
M12.801,6518.69,18,1,1,6518.69,1
M13.000 多关节炎,3523.53,19,2,2,1761.765,1
"M13.000,",1072.13,5,1,1,1072.13,1
"M13.000,J06.900,",2573.38,8,1,1,2573.38,1
M13.155,1343.79,8,1,1,1343.79,1
M13.800x001,12317,23,3,3,4105.666667,1
M13.892,3956,3,1,1,3956,1
M13.900 关节炎,1537.38,8,1,1,1537.38,1
"M13.900,I25.100",1590.86,11,1,1,1590.86,1
"M13.900,M17.900,",2500.53,6,1,1,2500.53,1
"M13.900,M51.100+",5230.77,13,1,1,5230.77,1
"M13.900,R60.900,",4075.89,7,1,1,4075.89,1
M13.900，,623.14,4,1,1,623.14,1
M13.991,20313.09,98,8,8,2539.13625,1
M14.2*,3804.42,23,2,2,1902.21,1
M15.300,18148.96,74,7,7,2592.708571,1
M15.800,26605.5,70,7,7,3800.785714,1
M15.902 全身性骨关节炎,397.32,5,1,1,397.32,1
"M15.902,",8295.27,27,2,2,4147.635,1
M15.902，,1457.16,7,1,1,1457.16,1
M16.100,1303476.78,600,57,57,22868.01368,1
M16.500,17812.65,63,1,1,17812.65,1
"M16.501,",3023.62,11,2,2,1511.81,1
"M16.900,",2605.77,9,1,1,2605.77,1
M16.900，,5278.63,32,2,2,2639.315,1
M17.000 原发性双侧膝关节病,2984.25,14,1,1,2984.25,1
M17.000 膝关节病,324.4,1,1,1,324.4,1
"M17.000,",20894.84,104,10,10,2089.484,1
M17.000，,2804.94,14,1,1,2804.94,1
M17.001,24424.21,103,7,7,3489.172857,1
M17.065,4317.02,16,1,1,4317.02,1
M17.101 原发性单侧膝关节病,898.38,4,1,1,898.38,1
"M17.101,M51.202",1493.4,7,1,1,1493.4,1
M17.165,6863.87,26,3,3,2287.956667,1
"M17.200,",4335.1,19,1,1,4335.1,1
M17.300 创伤后膝关节病，其他的,3197.35,11,1,1,3197.35,1
M17.900 -,1479.52,7,1,1,1479.52,1
"M17.900,I69.300",1301.8,7,1,1,1301.8,1
"M17.900,M25.500,",2498.45,9,1,1,2498.45,1
"M17.900,M51.202",1798.69,8,1,1,1798.69,1
"M17.900,M81.900",1446.3,6,1,1,1446.3,1
M17.900;M65.906,3835.5,13,1,1,3835.5,1
M17.900X002,119921.3,359,44,44,2725.484091,1
M17.900X003,4443.71,18,2,2,2221.855,1
M17.900x0,2430.2,9,1,1,2430.2,1
M17.900x00,23873.99,73,9,9,2652.665556,1
"M17.900x002,",52297.44,176,22,22,2377.156364,1
"M17.900x002,BNV070",3882.34,6,1,1,3882.34,1
"M17.900x002,K29.500",3432.9,7,1,1,3432.9,1
M17.900x002|,3780.04,15,1,1,3780.04,1
M17.900x02,2208.85,15,2,2,1104.425,1
M17.900x022,2550.35,9,1,1,2550.35,1
M17.900|,82722.34,299,21,21,3939.159048,1
M17.900，,55015.59,352,26,26,2115.984231,1
M17.902,1558.82,7,1,1,1558.82,1
M17.961,7867.79,10,1,1,7867.79,1
M18.000,15768.02,25,2,2,7884.01,1
M18.200,7935.84,23,1,1,7935.84,1
M18.400,1878.46,6,1,1,1878.46,1
M18.900x001,61131.47,109,14,14,4366.533571,1
M18.900x002,66873.55,150,15,15,4458.236667,1
M19.100,24766.19,50,3,3,8255.396667,1
M19.861,3576.15,3,1,1,3576.15,1
M19.862,30412.71,25,7,7,4344.672857,1
M19.900X092,1954.74,7,1,1,1954.74,1
M19.900x094,8889.32,21,3,3,2963.106667,1
M19.900x095,99540.56,52,9,9,11060.06222,1
M19.900x097,971402.73,560,76,76,12781.61487,1
M19.900，,1960.71,10,1,1,1960.71,1
"M19.903,",1982.48,7,1,1,1982.48,1
"M19.905,",1812.59,6,1,1,1812.59,1
"M19.906,",2116.23,3,1,1,2116.23,1
M19.907,2151.15,8,1,1,2151.15,1
M19.908 老年性关节炎,3802.42,16,1,1,3802.42,1
M19.910,2132.94,3,1,1,2132.94,1
M19.962,21193.28,15,5,5,4238.656,1
M19.965,17564.31,43,5,5,3512.862,1
M19.971,1400.45,10,1,1,1400.45,1
M19.991,1604.23,4,1,1,1604.23,1
M20.000,96171.19,133,20,20,4808.5595,1
M20.000x004,21481.38,15,3,3,7160.46,1
M20.003,3441.04,7,1,1,3441.04,1
M20.006,10177.69,11,1,1,10177.69,1
M20.007,5048.67,8,1,1,5048.67,1
M20.101,19645.88,34,4,4,4911.47,1
M20.200x001,20386.14,11,1,1,20386.14,1
M20.300x001,69135.85,55,4,4,17283.9625,1
M20.300x011,2827.62,6,1,1,2827.62,1
M20.301,26168.1,41,4,4,6542.025,1
M20.400,21758.41,23,4,4,5439.6025,1
M20.400x001+,9016.38,10,1,1,9016.38,1
M20.500,6766.22,11,1,1,6766.22,1
M20.502,34858.43,24,4,4,8714.6075,1
M20.503,7587.23,16,2,2,3793.615,1
M20.505,494.95,2,1,1,494.95,1
M20.507,35315.31,56,5,5,7063.062,1
M21.000x071,177271.09,96,7,7,25324.44143,1
M21.100,17852.95,4,1,1,17852.95,1
M21.101,18015.08,16,1,1,18015.08,1
M21.200,20838.6,70,3,3,6946.2,1
M21.301,24546.77,21,1,1,24546.77,1
M21.401,712721.68,90,18,18,39595.64889,1
M21.500,16364.8,12,1,1,16364.8,1
M21.502,130906.5,95,9,9,14545.16667,1
M21.503,103265.42,34,2,2,51632.71,1
M21.601,499707.62,250,17,17,29394.56588,1
M21.603,627.7,6,1,1,627.7,1
M21.705,42778.26,9,1,1,42778.26,1
M21.800,16599.39,15,2,2,8299.695,1
M21.808,37843.01,53,5,5,7568.602,1
M21.900x041,7641.05,7,1,1,7641.05,1
M21.902,18242.92,13,2,2,9121.46,1
M21.904,35322.93,15,1,1,35322.93,1
M21.906,389989.55,194,8,8,48748.69375,1
M22.100,1788.14,2,1,1,1788.14,1
"M22.201,I67.803,",2000.74,9,1,1,2000.74,1
M22.300,4770.2,18,2,2,2385.1,1
M22.800,57357.1,26,1,1,57357.1,1
M22.801,139298.63,73,10,10,13929.863,1
M23.000,36615.21,24,3,3,12205.07,1
M23.000x031,348838.27,258,30,30,11627.94233,1
M23.200x092,40136.5,36,4,4,10034.125,1
M23.211,8000.56,29,3,3,2666.853333,1
"M23.213,",2088.34,12,1,1,2088.34,1
M23.215,85255.82,106,7,7,12179.40286,1
M23.300,37869.19,58,7,7,5409.884286,1
M23.300x062,231502.76,118,15,15,15433.51733,1
"M23.306,",2432.73,6,1,1,2432.73,1
M23.308 半月板损伤,2318.42,6,1,1,2318.42,1
M23.309,2465.07,9,1,1,2465.07,1
M23.311,4607.03,11,1,1,4607.03,1
M23.395,3528.35,9,1,1,3528.35,1
"M23.400,",8742.85,16,2,2,4371.425,1
M23.491,6127.39,8,1,1,6127.39,1
M23.600,37997.08,32,2,2,18998.54,1
M23.601,371653.06,181,17,17,21861.94471,1
M23.800x001,58957.58,48,2,2,29478.79,1
M23.800x031,190144.47,151,8,8,23768.05875,1
M23.800x041,27940.11,19,2,2,13970.055,1
M23.804,21663.64,58,6,6,3610.606667,1
M23.805,15662.25,18,3,3,5220.75,1
M23.807,48972.84,100,5,5,9794.568,1
M23.812,58917.02,77,6,6,9819.503333,1
M24.001,114596.7,103,8,8,14324.5875,1
M24.003,15515.86,16,4,4,3878.965,1
M24.200,188268.06,417,41,41,4591.903902,1
M24.203,2130.12,10,1,1,2130.12,1
M24.207,8551.3,1,1,1,8551.3,1
M24.306,3775.32,15,2,2,1887.66,1
M24.308,2349.88,5,1,1,2349.88,1
M24.400x001,98671.5,53,5,5,19734.3,1
M24.403,22714.16,17,2,2,11357.08,1
M24.411,71498.24,29,4,4,17874.56,1
M24.414,8091.58,22,1,1,8091.58,1
M24.415,921.07,2,1,1,921.07,1
M24.417,983.12,1,1,1,983.12,1
M24.501,7606.81,12,2,2,3803.405,1
M24.600x041,22886.47,63,6,6,3814.411667,1
M24.601,30436.8,162,4,4,7609.2,1
M24.609,6545.17,30,2,2,3272.585,1
M24.610,4460.03,8,2,2,2230.015,1
M24.700,83991.86,58,2,2,41995.93,1
"M24.802,",4619.88,27,3,3,1539.96,1
"M24.804,",2144.52,10,1,1,2144.52,1
M24.806,46179.98,28,5,5,9235.996,1
M24.808,191913.91,86,9,9,21323.76778,1
M24.810,161053.38,147,11,11,14641.21636,1
M24.901,26371.23,60,5,5,5274.246,1
M24.902,18722.73,61,6,6,3120.455,1
M24.903,13556.25,17,2,2,6778.125,1
"M24.908,",8700.3,46,4,4,2175.075,1
M24.908，,7246.09,35,2,2,3623.045,1
M25.000x011,13768.41,4,1,1,13768.41,1
M25.000x061,22856.55,26,3,3,7618.85,1
M25.001,35302.45,58,7,7,5043.207143,1
M25.007,55114.01,186,23,23,2396.261304,1
M25.091,2257.06,4,1,1,2257.06,1
M25.100,20258.52,84,14,14,1447.037143,1
M25.100x011,11470.26,12,1,1,11470.26,1
M25.100x021,5122.34,1,1,1,5122.34,1
M25.100x061,49211.48,45,4,4,12302.87,1
M25.100x071,8865.54,17,2,2,4432.77,1
M25.100×061,5570.72,13,1,1,5570.72,1
M25.201,34166.17,26,3,3,11388.72333,1
M25.300,24966.04,40,4,4,6241.51,1
M25.300x003,95170.6,43,5,5,19034.12,1
M25.400,30250.85,196,30,30,1008.361667,1
M25.402,116457.22,409,62,62,1878.342258,1
M25.405,70144.46,184,26,26,2697.863846,1
"M25.406,I10.x09",2225.66,8,1,1,2225.66,1
M25.408,16280.34,71,9,9,1808.926667,1
"M25.409,",543.66,5,1,1,543.66,1
"M25.411,M65.909",1553.76,7,1,1,1553.76,1
"M25.412,M23.308,",1739.05,9,1,1,1739.05,1
"M25.414,M79.600",2257.75,13,1,1,2257.75,1
M25.491,2319.18,4,1,1,2319.18,1
"M25.501,",2408.36,8,1,1,2408.36,1
"M25.502,I10.x00",1114.9,5,1,1,1114.9,1
"M25.502,I25.100",907.18,2,1,1,907.18,1
M25.503 腕关节痛,552.84,4,1,1,552.84,1
"M25.503,",9163.53,45,4,4,2290.8825,1
M25.504,128269.91,279,36,36,3563.053056,1
"M25.505,",2352.69,6,1,1,2352.69,1
M25.506 膝关节痛,10617.7,54,8,8,1327.2125,1
"M25.506,I25.100",1513.96,8,1,1,1513.96,1
"M25.506,I25.103",326.47,2,1,1,326.47,1
"M25.506,J18.900",1271.09,4,1,1,1271.09,1
"M25.506,K29.700",1130.66,3,1,1,1130.66,1
"M25.506,M51.202,",1503.18,7,1,1,1503.18,1
"M25.506,R94.500",2921.02,6,1,1,2921.02,1
M25.506，,6066.92,30,3,3,2022.306667,1
M25.507 踝关节痛,3616.03,6,1,1,3616.03,1
"M25.507,",7674.17,37,4,4,1918.5425,1
"M25.507,M81.900",2733.45,4,1,1,2733.45,1
M25.511,1349.54,10,2,2,674.77,1
M25.561,3618.68,22,3,3,1206.226667,1
M25.602，,1898.63,12,1,1,1898.63,1
M25.606，,2517.43,17,1,1,2517.43,1
M25.607 膝关节僵硬,1293.89,6,1,1,1293.89,1
"M25.607,",3914.54,28,1,1,3914.54,1
M25.800,39529.99,126,18,18,2196.110556,1
M25.800x092,19732.15,23,3,3,6577.383333,1
M25.802,14497.22,44,5,5,2899.444,1
"M30.004,",10025.24,23,2,2,5012.62,1
"M30.004,I25.100",741.18,4,1,1,741.18,1
"M30.004,I25.103",1322.6,7,1,1,1322.6,1
"M30.004,I67.900",778.34,3,1,1,778.34,1
M30.800,6645.69,22,2,2,3322.845,1
M31.003+,7785.36,5,1,1,7785.36,1
M31.102+N08.5*,10948.66,2,1,1,10948.66,1
M31.200,20670.09,20,2,2,10335.045,1
M31.200x003,10651.38,31,1,1,10651.38,1
M31.302,11010.18,17,1,1,11010.18,1
M31.800,27068.76,100,2,2,13534.38,1
M31.803,49855.26,39,3,3,16618.42,1
M32.100x006+I39.8*,6238.72,10,1,1,6238.72,1
M32.102+N16.4*,31106.96,13,1,1,31106.96,1
M32.108,7155.64,10,1,1,7155.64,1
M32.111+,16976.67,17,1,1,16976.67,1
M32.112,34018.18,38,2,2,17009.09,1
M32.114,54750.67,61,3,3,18250.22333,1
M33.100x001,27877.94,38,6,6,4646.323333,1
M33.103+,16050.26,25,4,4,4012.565,1
M33.201+,4171.54,11,1,1,4171.54,1
M33.900,10939.22,19,1,1,10939.22,1
M34.204,1273.05,5,1,1,1273.05,1
M34.800x001,9217.18,19,2,2,4608.59,1
M34.800x003,4403.39,8,1,1,4403.39,1
M34.800x005+G53.8*,109073.06,27,1,1,109073.06,1
M34.800x006,6941.59,22,1,1,6941.59,1
M34.800x008+G73.7*,1923.14,3,1,1,1923.14,1
M34.800x009,6939.98,14,1,1,6939.98,1
M34.800x011,6360.59,13,1,1,6360.59,1
M34.801,15942.19,22,2,2,7971.095,1
M34.801+,6096.1,10,1,1,6096.1,1
M34.802+G73.7*,8324.65,15,1,1,8324.65,1
M34.804+N08.5*,10065.24,2,1,1,10065.24,1
M34.806+K23.8*,254.56,1,1,1,254.56,1
M34.807+N08.5*,10365.56,18,2,2,5182.78,1
M35.001,71047.39,134,15,15,4736.492667,1
M35.002+,660.48,4,1,1,660.48,1
M35.003+,1914.17,7,1,1,1914.17,1
M35.009+,1663.12,7,1,1,1663.12,1
"M35.101,I88.900",2871.49,6,1,1,2871.49,1
M35.601,2916.79,4,1,1,2916.79,1
M35.700,1931.85,3,2,2,965.925,1
M35.802,26908.92,28,3,3,8969.64,1
M35.904,9763.02,3,1,1,9763.02,1
M35.904+,12555.42,39,4,4,3138.855,1
M39.900,1724.74,8,2,2,862.37,1
M40.300,29232.59,64,5,5,5846.518,1
M40.401,123326.19,48,2,2,61663.095,1
M40.500,2831.84,8,1,1,2831.84,1
M41.501,40336.04,22,2,2,20168.02,1
M42.900,16318.17,23,4,4,4079.5425,1
M43.003,3519.73,5,1,1,3519.73,1
M43.006 腰椎滑脱,2980.78,11,1,1,2980.78,1
"M43.006,",7344.75,27,4,4,1836.1875,1
"M43.006,M48.900",643,4,1,1,643,1
M43.008,11907.29,45,6,6,1984.548333,1
M43.100x061,588592.06,435,36,36,16349.77944,1
M43.100x091,81076.17,52,3,3,27025.39,1
M43.201,5094.81,17,3,3,1698.27,1
M43.203,6492.69,23,2,2,3246.345,1
M43.300,62598.84,19,1,1,62598.84,1
M43.505,6841.36,14,1,1,6841.36,1
M43.602,21042.78,64,13,13,1618.675385,1
M43.802,3766.68,7,1,1,3766.68,1
M43.805,11915.86,16,2,2,5957.93,1
M43.900,37272.38,26,2,2,18636.19,1
M43.901,3672.92,10,2,2,1836.46,1
M44.900/3,2426.93,8,1,1,2426.93,1
M45.903,2263.24,8,1,1,2263.24,1
"M45.x00, M45.x00",1403.89,7,1,1,1403.89,1
M45.x02,1647.63,3,1,1,1647.63,1
M45.x03+,8592.14,30,3,3,2864.046667,1
"M46.000,",1874.12,9,1,1,1874.12,1
M46.000x093,4654.68,12,1,1,4654.68,1
M46.001,106188.88,223,22,22,4826.767273,1
M46.002,25015.5,71,8,8,3126.9375,1
"M46.100,",7058.26,26,2,2,3529.13,1
M46.200x021,289680.68,87,3,3,96560.22667,1
M46.203,4826.48,4,1,1,4826.48,1
M46.300x021,193154.4,120,8,8,24144.3,1
M46.400,3773.04,5,1,1,3773.04,1
"M46.401,G44.005,",866.6,6,1,1,866.6,1
"M46.401,J44.801",1144.5,3,1,1,1144.5,1
"M46.403,",4106.36,17,5,5,821.272,1
M46.500x091+,5805,8,1,1,5805,1
M46.500x092,1747314.61,647,33,33,52948.92758,1
M46.501,191986.02,158,10,10,19198.602,1
M46.800,32188.68,77,10,10,3218.868,1
M46.800x091,15977.99,29,4,4,3994.4975,1
M46.800x093,16213.04,19,1,1,16213.04,1
"M46.802,",593.69,4,1,1,593.69,1
M46.991,1069.32,5,1,1,1069.32,1
M47.001 +G99.2*,22014.93,69,7,7,3144.99,1
M47.001 G99.2*,10217.8,21,2,2,5108.9,1
M47.001+ M47.001+,2093.71,7,1,1,2093.71,1
M47.001++G99.2*,6397.81,10,1,1,6397.81,1
"M47.001+,",11899.41,41,5,5,2379.882,1
"M47.001+,I44.303",3904.93,7,1,1,3904.93,1
"M47.001+,J06.900",2335.32,6,1,1,2335.32,1
"M47.001+,N41.900,",3125.13,6,1,1,3125.13,1
M47.001+G99. 2*,1999.37,7,1,1,1999.37,1
"M47.001+G99.2*,",26882.53,134,13,13,2067.886923,1
M47.001+G99.2*，,1132.02,7,1,1,1132.02,1
M47.001?,205921.19,267,20,20,10296.0595,1
M47.001?G99.,89438.14,153,18,18,4968.785556,1
M47.001,59859.42,135,15,15,3990.628,1
M47.003,14872.24,7,1,1,14872.24,1
M47.003+,16981.46,52,7,7,2425.922857,1
"M47.101+G99.2*,",9668.59,37,1,1,9668.59,1
M47.101?,3035.7,2,1,1,3035.7,1
M47.101,6393.29,14,2,2,3196.645,1
M47.101？,6857.97,17,2,2,3428.985,1
M47.101？G99.2*,49665.94,41,2,2,24832.97,1
M47.103+,6754.12,26,2,2,3377.06,1
M47.104+G99.2*,8864.91,24,2,2,4432.455,1
M47.201+G55.2*,20623.12,85,10,10,2062.312,1
"M47.201, M47.201",1832.89,7,1,1,1832.89,1
"M47.201,I67.900,",1500.47,6,1,1,1500.47,1
"M47.201,M51.202",2756.1,11,1,1,2756.1,1
M47.201;I10.x09,2911.03,12,1,1,2911.03,1
M47.201;腰椎病,3886.99,5,1,1,3886.99,1
M47.201神经根型颈椎病,1305.12,9,1,1,1305.12,1
M47.201，,13019.8,67,6,6,2169.966667,1
"M47.203,",2604.82,7,1,1,2604.82,1
M47.204 神经根型腰椎病,17500.61,61,6,6,2916.768333,1
M47.204+G55.2*,34331.65,114,14,14,2452.260714,1
"M47.204, M47.204",4389.4,14,2,2,2194.7,1
"M47.204,S33.501",1099.33,5,1,1,1099.33,1
M47.2042,1935.86,10,1,1,1935.86,1
M47.205,54146.24,54,9,9,6016.248889,1
M47.225+,2120.27,7,1,1,2120.27,1
M47.800x031,27570.95,58,5,5,5514.19,1
M47.80101,12854.72,31,3,3,4284.906667,1
M47.802 混合型颈椎,1470.02,5,1,1,1470.02,1
M47.802 混合型颈椎病,110080.8,471,41,41,2684.897561,1
"M47.802, M47.802",4633.9,13,3,3,1544.633333,1
"M47.802,G45.900",2605.67,7,1,1,2605.67,1
"M47.802,G45.900,",2878.65,5,1,1,2878.65,1
"M47.802,H81.000",4520.51,11,1,1,4520.51,1
"M47.802,M54.505",1307.38,8,1,1,1307.38,1
"M47.802,M77.101",3681.27,8,1,1,3681.27,1
"M47.802,M79.600,",2478.17,6,1,1,2478.17,1
M47.802|,2873.91,15,1,1,2873.91,1
M47.802，,140000.86,805,57,57,2456.155439,1
M47.823,2048.11,8,1,1,2048.11,1
M47.900X002,4004.63,10,1,1,4004.63,1
M47.900X021,8694.92,27,2,2,4347.46,1
M47.901,4852.66,18,2,2,2426.33,1
M47.921,946.87,12,1,1,946.87,1
M48.000x081,3929.4,3,1,1,3929.4,1
"M48.002,",2168.06,10,1,1,2168.06,1
M48.005 腰椎椎管狭窄,272.16,5,1,1,272.16,1
"M48.005,",18549.22,66,4,4,4637.305,1
